cian_base2
cian_id ;rooms;metro;adress;square;house;price;description;renovation
280028805;4;м. Молодежная ;Москва, Ярцевская улица, 34К2;127.8/63.9/11.6; Панельный;60000000;"В жилом комплексе премиум класса Достояние продается квартира с прекрасной планировкой, идеальным ремонтом, и самое главное, что до Вас в ней никто не жил. Вы будете первым, кто будет жить в этой квартире и обустраивать уют. 

В квартире: огромная кухня-гостиная, три изолированные спальни, два санузла и большие угловые окна. 
В отделке использованы приятные оттенки, что делает квартиру очень инстаграмной, но при этом в выдержанном классическом стиле. 

Квартира разделена на условно два пространства: Общее, с огромной кухней-гостиной 40м2 и санузлом, и хозяйская часть квартиры, куда входят три изолированные комнаты и большой санузел с ванной. 
В квартире большое количество систем хранения, которые удачно вписаны в интерьер. 

Сам жилой комплекс Достояние это один из лучших премиальных проектов Галс-Девелопмент на западе Москвы. 
ЖК находится рядом с огромным суворовским парком, который входит в каскад парков: Филевский, Суворовский, Крылатские холмы, Серебряный бор. 

В ЖК круглосуточна ..., 24 фото";Косметический
281725544;3;м. Белорусская ;Москва, улица 3-я Ямского Поля, 9;103.0; Монолитный;60700000;"В продажу предлагается апартамент 103 м2 (2 спальни) с дизайнерской отделкой в клубном ЖК ""Art Residence""!

Конфигурация планировки включает просторную кухню-гостиную, хозяйскую спальню (антресоль), гостевую спальню, санузел.
В апартаменте сделана отделка по дизайнерскому проекту с использованием дорогостоящих материалов. Апартамент полностью оборудован всей мебелью и техникой.

Прямой представитель собственника. Оперативный показ.
Звоните в любое время., 24 фото";Дизайнерский
279165017;3;м. Пушкинская ;Москва, Малая Бронная улица, 4;120.0/70.0/40.9;;70000000;"Эксклюзив от BELFORT!  Ж/Б ПЕРЕКРЫТИЯ

Квартира на Патриках,  живая и творческая. 

Капитальный ремонт 2019 года с согласованием от Департамента культурного наследия. Перепланировка официально узаконена. 

Перекрытия ж/б (есть подтверждающие документы). 

Тихая!! Большая редкость для Патриков.

Планировкой предусмотрено:
- светлая (4 больших окна) кухня -гостиная. Окна на Малую Бронную.
-большая мастер-спальня. Окна во двор
-мальнькая комната, можно использовать как кабинет, детскую или гардеробную. Окно во двор.

Подъезд после ремонта. Лифт. Две квартиры на этаже, всего восемь квартир в подъезде.
 
Есть возможность зафиксировать машиноместо во дворе.

Выявленный объект культурного наследия. Городская усадьба Голицыных - доходные владения М.С. Романова и Общества для пособия нуждающимся студентам Московского Императорского Университета, 2-я пол. XVIII в. - 1-я пол. XX в., архитекторы В.П. Загорский, Н.Д. Струков, И.И. Поздеев, 15 фото";Дизайнерский
272086934;2;м. Белорусская ;Москва, улица 3-я Ямского Поля, 9;150.0; Монолитный;75000000;"В продажу предлагается новый Пентхаус с премиальной дизайнерской отделкой и собственной террасой в клубном ЖК ""Art Residence"".

Конфигурация: двухуровневые апартаменты площадь - 150 м2  с выходом на собственную камерную террасу и эксплуатируемую кровлю! Высота потолков в гостиной 6 метров!


Планировкой предусмотрено: просторная кухня-гостиная, мастер спальня, 2 гардеробные и 2 санузла,  рабочий кабинет. 
Апартамент оборудован премиальной бытовой техникой ""Miele"" и итальянской мебелью премиальных брендов, отделке использовались натуральные дорогостоящие материалы - натуральное дерево, мрамор и тд.

Прямой представитель собственника. Оперативный показ. 
Звоните в любое время!, 31 фото";Дизайнерский
278268421;5;м. Выставочная ;Москва, Мантулинская улица, 9к1;150.6/28.7; Монолитный;86000000;"Предлагается квартира площадью 150.6 кв.м. Без отделки. Стены не возведены.

Вариант планировки: кухня-столовая-гостиная, 4 спальни, гардеробная, холл, 3 с/у.

Проект City Park отличает особая каскадная архитектура, эксплуатируемые крыши - террасы с озеленением, внутренние дворы с индивидуальным ландшафтом, организованные по принципу частного сада. 

Для комфорта и безопасности жителей предусмотрена концепция ""двор без машин"". Все корпуса в квартале оснащены скоростными бесшумными лифтами, централизованной системой кондиционирования, водопроводными фильтрами и видеонаблюдением. 

Развитая инфраструктура района: поблизости находятся супермаркеты, кафе, рестораны, детские сады, салоны красоты, фитнес-центры. Удобная транспортная доступность позволяет за несколько минут выехать на Краснопресненскую набережную, ТТК или Звенигородское шоссе, а за пятнадцать минут доехать до Садового кольца., 15 фото";Без ремонта
281467201;4;м. Парк Победы ;Москва, улица Василисы Кожиной, 13;120.0/30.0; Монолитный;90000000;Самый лучший вид, окна выходят на 3 стороны, в том числе Прямой вид на МГУ и Поклонную гору. Дорогой дизайнерский ремонт, 3 отдельные спальни (есть мастер-блок со своим санузлом и гардеробной), кузня-гостиная, 2 санузла, гардеробная. Укомплектовано мебелью и встроенной техникой. Виды из гостиной на Поклонную, спальни выходят во двор. Жилой комплекс Матч поинт бизнес-класса с охраной и подземным паркингом, на территории несколько кафе, ресторанов, салонов красоты, детский сад. Удобный выезд в центр (до Нового Арбата несколько минут на автомобиле) и на Рублевское и Новорижское шоссе. Дорогой дизайнерский ремонт. Готовы к быстрой сделке., 12 фото;Дизайнерский
275929456;3;м. Белорусская ;Москва, улица 3-я Ямского Поля, 9;140.0; Монолитный;99500000;"В продажу предлагается светлые просторные апартаменты 140 м2 
в ЖК Art Residence.


Функциональная планировка включает 
в себя: 

Хозяйскую мастер-спальню, 
Спальню с собств.санузлом и гардеробной,
Гостевой санузел,
Хоз.блок / постирочную,
Гостиную с обеденной зоной
Кухню

В квартире выполнен дорогостоящий 
ремонт с использованием натуральных материалов. Полностью меблирована.
Электрические жалюзи, техника Kuppersbush.

Art Residence - это малоэтажный  комплекс особняков премиум-класса  расположен в центре Москвы, в 5
мин. от ""Белорусской"" и 500 м от  Тверской.

В комплекс особняков входят  таунхаусы, апартаменты с
отдельным входом или террасами,
мансарды и пентхаусы

Комплекс обладает очень богатой  внутренней инфраструктурой.

В отделке общих зон использованы  эксклюзивные натуральные
материалы.

На территории работает 3-  уровневая система безопасности.  Внутренний двор включает зону  отдыха на зеленой террасе с  ландшафтным дизайном

Впервые на рынке жилой
недвижимости Москвы - усл ..., 40 фото";Дизайнерский
279871964;3;м. Бауманская ;Москва, Нижняя Красносельская улица, 35С50;190.0; Монолитный;140000000;"К продаже предлагается Эксклюзивный 2-х этажный апартамент в ЖК ""TriBeCa"" общей площадью 190 м2! 
Умный Дом;
-Камин;
-Домашний кинотеатр;
-Проектор JVC;
-Колонки по всему дому;
-Отчистка воды в каждом санузле;
-Сауна;
-Функциональная гардеробная;
-Кабинет (есть возможность использовать под вторую спальню);
Ремонт делался с известным дизайнером, мебель вся привозилась под заказ из Америки и Европы;
Система умного дома одна из самых лучших на рынке;

Прямой представитель собственника. Оперативный показ.
Звоните в любое время., 42 фото";Дизайнерский
280554906;4;м. Смоленская ;Москва, 1-й Смоленский переулок, 21;170.0/97.0/18.0; Монолитный;140000000;"ЖК ""SMOLENSKY DE LUXE"" Эксклюзивное предложение.
Роскошные апартаменты на 5-ом этаже площадью 170 кв.м. с новым
дизайнерским ремонтом в ЖК SMOLENSKY DE LUXE. Отделочные
работы выполнены на 90%. После окончания работ стоимость увеличится.
Планировка: кухня, гостиная, 3 спальни, 3 санузла, гардеробная, 2
видовых балкона. Высота потолка 3,35 м.
В апартаменте 9 панорамных окон. Из кухни и спальни выходы на
балконы. Вид из окон на юго-западную сторону, на Смоленскую
набережную и Смоленский Пассаж.
3 машино-места в подземном паркинге по запросу.
Застройщиком ЖК SMOLENSKY DE LUXE является АО Дон-Строй
Инвест и воплощает идеи девелопера, обозначенные как роскошь в
каждой детали. Снаружи здание выглядит светлым и даже солнечным
благодаря фактуре и расцветке юрского камня, привезенного из редкого
месторождения в германском округе Верхняя Бавария. На фасадах к
материалу добавлена тонкая художественная резьба, которая выделяет
естественное изящество камня. Стеклянные поверхности балконов и
террас  ..., 18 фото";Без ремонта
261660705;5;м. Белорусская ;Москва, улица 3-я Ямского Поля, 9;370.0;;259000000;"К продаже предлагается эксклюзивный апартамент со стильным дизайнерским ремонтом. 

Планировка апартамента включает в себя: 3 детских спальни, хозяйскую мастер-спальню, просторную кухню-гостиную, 4 санузла, гардеробные комнаты, помещение для персонала, кладовые комнаты, кинозал с профессиональным оборудованием. 
Отделка выполнена с использованием лучших мировых брендов, мебель и элементы декора изготовлены на заказ. 

Апартамент находится в жилом комплексе Art Residence - малоэтажный комплекс особняков премиум-класса расположен в центре Москвы, в 5 мин. от ""Белорусской"" и 500 м от Тверской. 

Каждый корпус отмечен собственной концептуальной архитектурой. В отделке общих зон использованы эксклюзивные натуральные материалы. 
На территории работает 3-уровневая система безопасности. Внутренний двор включает зону отдыха на зеленой террасе с ландшафтным дизайном. 
Резидентам доступны премиальный консьерж-сервис, впервые на рынке жилой недвижимости Москвы - услуга valet-паркинга, а также прог ..., 47 фото";Дизайнерский
266138871;3;м. Баррикадная ;Москва, Малая Никитская улица, 15;168.1/148.3/10.0; Монолитный;353000000;"Квартира свободной планировки, которая позволяет разместить 2-3 спальни и воплотить облик и дизайн, отвечающий вкусам и потребностям самого взыскательного покупателя.
Клубный дом всего на 12 квартир, в которых проживает политическая и бизнес-элита. На первом этаже каминный зал, переговорный зал, банкетный зал с кухней, тренажерный зал и спа-зона с сауной, хамамом и купелью, а также массажным кабинетом.
Подземный паркинг с двумя лифтами для любых габаритов автомобилей.
Исторический дом Баскакова с панорамными окнами, построенный в 1902 году по проекту архитектора Пиотровича, был полностью реконструирован к 2011 году. В доме современная инженерия: индивидуальное кондиционирование и вентиляция, система очистки питьевой воды, дизель-генератор для резервной подачи электричества, современная система безопасности, в каждой квартире оборудован дымоход для камина. Установлены дерево-алюминиевые стеклопакеты с пулестойкой конструкцией., 15 фото";Без ремонта
270490490;4;м. Тверская ;Москва, Гранатный переулок, 6;194.7/108.0/24.0; Кирпичный;500000000;"В общепризнанно лучшем элитном клубном доме Москвы в, пожалуй, самой тихой и уютной части района Патриарших прудов предлагается к покупке квартира с тремя спальнями с полной отделкой и мебелью. 

Квартира расположена на 2 этаже с видами в благоустроенный двор. Продуманная планировка: хозяйская спальня со своей ванной комнатой и гардеробной, две детские спальни с отдельной ванной комнатой, постирочная, гостевой санузел. Гостиная с отдельной зоной кухни.

Полы из натурального  мрамора и ценных пород дерева, стены с эксклюзивной отделкой из оникса, дерева и кожи. Бытовая техника премиального бренда ZUG.

Система умный дом: дистанционное управление всеми осветительными приборами, шторами, теплым полом, микроклиматом в комнатах, а также аудиосистемой, контроль протечек и системы отопления. 
Климатические системы: приточно-вытяжная вентиляция с многоступенчатой очисткой воздуха. Автоматическое управление климатом с возможностью ручного регулирования.
Водоснабжение: многоуровневая система под ..., 26 фото";Дизайнерский
266137562;6;м. Арбатская ;Москва, Малая Никитская улица, 15;416.2/367.7/19.8; Монолитный;750000000;"Специальная цена до конца августа.
7-комнатная квартира свободной планировки, которая позволяет воплотить тот облик и дизайн, который отвечает вкусам и потребностям самого взыскательного покупателя.
Клубный дом всего на 12 квартир, в которых проживает политическая и бизнес-элита.
На первом этаже каминный зал, переговорный зал, банкетный зал с кухней, тренажерный зал и спа-зона с сауной, хамамом и купелью.
Подземный паркинг с двумя лифтами для любых габаритов автомобилей.
Семейное машиноместо на 2 автомобиля входит в стоимость.

Исторический дом Баскакова с панорамными окнами, построенный в 1912 году по проекту архитектора Пиотровича, был полностью реконструирован в 2011 году. В доме современная инженерия: индивидуальное кондиционирование и вентиляция, система очистки питьевой воды, дизель-генератор для резервной подачи электричества, современная система безопасности, в каждой квартире оборудован дымоход для камина. Установлены дерево-алюминиевые стеклопакеты с пулестойкой конструкцией  ..., 22 фото";Без ремонта
281847218;2;м. Динамо ;Москва, Ленинградский проспект, 36с36;66.0/32.1/10.0; Монолитный;31900000;"ID 193 246. Апартаменты с 1-й спальней общей площадью 66 м_ в квартале премиум-класса ""ВТБ Арена Парк"" рядом с Петровским парком. В квартире выполнена дизайнерская отделка в светлых тонах в стиле современной классики с использованием премиальных материалов. Паркет выложен из натурального дерева, плитка от испанских производителей, установлена сантехника премиум-класса итальянского производства.

Планировка: кухня-гостиная, 1 спальня, санузел с ванной и душевой кабиной, гардеробная, холл. Панорамные окна наполняют пространство светом и теплом, открываются виды на благоустроенный двор.

Описание комплекса

""ВТБ Арена Парк""  жилой квартал около стадиона Динамо, в 10 минутах пешком от Петровского путевого дворца и живописного Петровского парка. Квартал состоит из 6 зданий на 1 186 апартаментов, 4 офисных зданий, стадиона ""Динамо"", делового квартала. Здания разработаны известным архитектурным бюро Speech под руководством Сергея Чобана. Архитектура в едином современном стиле, фасады с окнами ..., 37 фото";Дизайнерский
278682677;4;м. Выставочная ;Москва, Мантулинская улица, 9к5;98.0;;85000000;"Лот: 129900. 4-комнатная квартира в новом жилом комплексе Сити-Парк площадью 98 кв.м. 

Планировка включает просторную кухню-гостиную, две спальни, кабинет, который можно использовать как третью спальню и две ванные комнаты.

Окна выходят на 3 стороны, благодаря чему пространство смотрится еще более открытым и наполненным воздухом.

Интерьер в современном стиле. Светлые спокойные оттенки, преобладающие в отделке, подчеркивают красоту натуральных материалов и создают статусный интерьер, который будет актуален долгое время.  Ремонт сделан по уникальному дизайн-проекту с использованием премиальных дорогостоящих материалов, все продумано до мелочей. Кухня и ванные комнаты оснащены техникой от лучших производителей - квартира полностью готова к проживанию.



Современный проект премиум-класса в двух минутах ходьбы от парка Красная Пресня.
Расположение жилого комплекса гармонично сочетает ритм большого города и природный ландшафт. В 30 м находятся каскадные Красногвардейские пруды, разделенн ..., 20 фото";Дизайнерский
275261672;3;м. Новокузнецкая ;Москва, Большая Татарская улица, 7к2;121.0;;130000000;"129836 ЖК 4 Солнца

Уютная квартира для Вашего комфортного проживания! В самом центре Замоскворечья, недалеко от Кремля. 
Функциональная планировка включает в себя: просторная кухня-столовая-гостиная, мастер-спальня со своим с/у и гардеробной, детская с с/у. 
Квартира укомплектована и оборудована всей необходимой мебелью и техникой от ведущих мировых производителей (Liebherr, Loewe, Grohe и др.). Есть возможность установить дровяной камин. Высокие потолки - 3,40 метра., 17 фото";
277662140;3;м. Смоленская ;Москва, Ружейный переулок, 3;120.0;;99000000;"009925 ЖК Смоленская Застава

Предлагается трехкомнатная квартира в жилом комплексе ""Смоленская застава"".
Планировка: просторная кухня-столовая-гостиная, мастер-спальня со своими ванной и гардеробной комнатами, гостевая спальня, ванная, большая лоджия.
В квартире выполнен дорогостоящий ремонт по авторскому проекту. Квартира полностью меблирована и готова к проживанию. 
Окна выходят во двор в сторону центра., 17 фото";
272559088;6;м. Фрунзенская ;Москва, улица Усачева, 13;210.0/29.0; Монолитно-кирпичный;180000000;"ОПИСАНИЕ КВАРТИРЫ

Запланировано застройщиком: кухня-столовая, гостиная, мастер спальня со своим санузлом и гардеробной комнатой, 4 изолированные комнаты, 3 санузла, постирочная, гардеробные.
Свободная планировка. Стены не возведены. Возможно любое зонирование на ваш вкус.

Комплекс находится под круглосуточной охраной. Закрытые дворы со своими детскими площадками.

""Садовые кварталы"" - жилой комплекс премиум-класса. Представляет собой 5 жилых кварталов с собственной инфраструктурой, парковой зоной и благоустроенными внутренними дворами. Вся внутренняя территория комплекса является пешеходной зоной. При строительстве комплекса применяются только натуральные материалы и современное технологическое обслуживание., 18 фото";Без ремонта
281590820;4;м. Фрунзенская ;Москва, улица Усачева, 11Г;200.0;;340000000;"Лот: 133405. Абсолютно новая 4-комнатная  квартира общей площадью 200 кв.м в в Жилом комплексе ""Садовые кварталы"" К 3.3

Планировочное решение: кухня-гостинная, три спальни со своими гардеробными, 2  с/у, постирочная, лоджия которая оборудована под кабинет.

В квартире сделан ремонт в стиле современная классика с применением люксовых отделочных материалов. Премиальная немецкая техника Kuppersbucsh. Итальянская мебель. Приточно - вытяжная вентиляция, система очистки воздуха. Квартира полностью обставлена мебелью ведущих итальянских марок. В квартире ни кто не проживал!

Высота потолков  3,6 м, панорамное остекление. Особым достоинством является потрясающие видовые характеристики на пруд и школу.  

Тихий и уютный жилой комплекс в статусном районе в центре столицы с выдающейся архитектурой от семи знаменитых московских проектных бюро и зарубежных консультантов.
Неповторимый внешний облик домов, грамотное сочетание приватного пространства закрытых внутренних дворов с общедоступными для вс ..., 17 фото";Дизайнерский
279939657;4;м. Бунинская аллея ;Москва, пос. Коммунарка, улица Александры Монаховой, 98к1, ш. Калужское (9 км до МКАД), ш. Варшавское (9 км до МКАД);120.0/77.0/12.0; Монолитный;27500000;"Продается четырехкомнатная квартира с высококачественным ремонтом и удобной планировкой площадью 120м2 в ЖК Бунинские луга. Два санузла, гардеробная при входе, большой холл, 4 жилых комнаты и кухня, окна выходят на 2 стороны. В нашем подъезде по 4 квартиры на этаже. Один взрослый собственник. В квартире жили мало, состояние ремонта и мебели идеальное.
Жилой комплекс ""Бунинские луга"", возведенный по проекту ""ПИК"", - это своего рода ""город в городе"" со своей развитой инфраструктурой. В рамках проекта построены школы, детские сады, поликлиники, физкультурно-оздоровительный центр. Удобный выезд на Калужское шоссе и МКАД.
В квартире выполнен высококачественный ремонт из материалов премиум сегмента ведущих европейских и американских производителей. В отделке и мебели использованы только натуральные материалы (массив дуба, шпон дуба и тд)
Квартира продается со всей встроенной мебелью и техникой, частично с отдельно стоящей мебелью. 
Краткий перечень использованных материалов и техники при рем ..., 23 фото";Дизайнерский
279496507;2;м. Минская ;Москва, проспект Генерала Дорохова, 39к1В;43.0; Монолитный;33000000;"Светлая и просторная евро двушка  с авторским интерьером,  гармоничной и функциональной планировкой: прихожая, просторный санузел с душевой, ванной и встроенной  постирочной, с техникой AEG. Современная кухня - гостиная, полностью укомплектованная мебелью и бытовой техникой. Стильная и невероятно комфортная   спальная комната  с эргономичной кроватью,  управляемой с пульта. В квартире везде  оборудован тёплый пол, с системой энергосбережения умный дом,  электропривод штор с пульта. В гостиной и спальне установлены телевизоры Samsung 4k Qled. ЖК WEST GARDEN, зелёный оазис в статусном районе Москвы, соответствует всем требованиям современного покупателя:  собственная  набережная и парк 7 гектаров, 4 скоростных бесшумных лифта, подземный паркинг, умная система, приточно-вытяжная вентиляция, малоэтажная застройка. В шаговой  доступности от  WEST GARDEN располагаются Воробьевы горы, Поклонная гора,
гимназии, лицеи и ведущие университеты страны, что формирует инфраструктуру особого уровня., 18 фото";Дизайнерский
280800742;3;м. Арбатская ;Москва, улица Новый Арбат, 15;72.5/29.1/25.6;;42050800;"Продаются идеальные апартаменты для жизни вашей семьи в легендарном Доме-книжке на Арбате. VIP-апартаменты на 23 этаже с двумя спальнями. Виды на три стороны - окна гостиной и первой  спальни выходят на Старый Арбат, с балкона открывается вид на Кремль, а окна мастер-спальни и второй гостевой спальни выходят на Новый Арбат.
Кухня-гостиная - 25,6 м2
Мастер спальня - 15,7 м2
С/у мастер-спальни - 4,1 м2
Спальня 2 - 13,4 м2
Гардероб - 3,7 м2
Душевая - 3,3 м
С/у гостевой - 3,2 м2
Постирочная - 2,7 м
ОБЩАЯ ПЛОЩАДЬ - 72,5 м
В апартаментах выполнена финишная отделка, установлена кухня со встроенной техникой Bosch, санузлы оборудованы сантехникой Duravit, смесители Grohe.

Вам остаётся только завести мебель.

Соседи не побеспокоят вас шумом ремонта, все апартаменты представлены с отделкой! 
10 минут пешком от м. Арбатская, 
В пешей доступности Школа и ДОУ 1237, 1231, Билингвальный сад, P'titCREF  супермаркет Перекресток
The Book один из самых узнаваемых архитектурных объектов в стиле модернизм  ..., 14 фото";Косметический
280121094;3;м. Арбатская ;Москва, улица Новый Арбат, 15;142.5/53.8/64.0;;83790000;"Продаются идеальные апартаменты для жизни вашей семьи в легендарном Доме-книжке на Арбате. VIP-апартаменты на 24 этаже с тремя спальнями. Виды на три стороны - окна гостиной и первой  спальни выходят на Старый Арбат, с балкона открывается вид на Кремль, а окна мастер-спальни и второй гостевой спальни выходят на Новый Арбат.
Кухня-гостиная - 64 м2
Мастер спальня - 20,2 м2
С/у мастер-спальни - 3,1 м2
Спальня 2 - 15,4 м2
Спальня 3 - 18,2 м2
Ванная - 3,7 м2
С/у гостевой - 2,9 м2
Балкон - 13,9 м2
ОБЩАЯ ПЛОЩАДЬ - 142,5 м2

В апартаментах выполнена финишная отделка, установлена кухня со встроенной техникой Bosch, санузлы оборудованы сантехникой Duravit, смесители Grohe.

Вам остаётся только завести мебель.

Соседи не побеспокоят вас шумом ремонта, все апартаменты представлены с отделкой! 
10 минут пешком от м. Арбатская, 
В пешей доступности Школа и ДОУ 1237, 1231, Билингвальный сад, P'titCREF  супермаркет Перекресток
The Book один из самых узнаваемых архитектурных объектов в стиле модернизм  ..., 14 фото";Косметический
276153678;4;м. Киевская ;Москва, Мосфильмовская улица, 8;230.8; Монолитный;84999999;"Полная цена в договоре!

Четырёхкомнатная квартира с первичной отделкой, площадью 230,8 кв.м. Стены возведены.

Планировка: просторная кухня-столовая-гостиная, 3 спальни, 3 с/у, холл.

Из окон открываются невероятные виды на МГУ и ""Мосфильм"".

Технические характеристики:

- Лифты: SIGMA, жилую часть обслуживают 15 лифтов, 6  офисную, 5 лифтов установлены в Торговом Центре.
- Водоснабжение: Центральное водоснабжение с системами дополнительной фильтрации.
- Вентиляция/кондиционирование: Приточно-вытяжная вентиляция.
- Энергоснабжение: Бесперебойное, распределительная трансформаторная подстанция, резервное энергоснабжение.
- Противопожарные системы: Автоматическая пожарная сигнализация, система пожаротушения и дымоудаления.

Содействие в получении специальных условий и преференций по ипотеке.
Юридическое сопровождение., 15 фото";Без ремонта
280166007;3;м. Арбатская ;Москва, улица Новый Арбат, 15;145.1/55.3/64.4;;85318800;"Продаются идеальные апартаменты для жизни вашей семьи в легендарном Доме-книжке на Арбате. VIP-апартаменты на 24 этаже с тремя спальнями. Виды на три стороны - окна гостиной и первой  спальни выходят на Старый Арбат, с балкона открывается вид Москва-Сити, а окна мастер-спальни и второй гостевой спальни выходят на Новый Арбат.
Кухня-гостиная - 64,4 м2
Мастер спальня - 21,3 м2
С/у мастер-спальни - 4,2 м2
Спальня 2 - 15,4 м2
Спальня 3 - 18,6 м2
Ванная - 4,2 м2
С/у гостевой - 2,9 м2
Балкон - 13,9 м2
ОБЩАЯ ПЛОЩАДЬ - 145,1 м2

В апартаментах выполнена финишная отделка, установлена кухня со встроенной техникой Bosch, санузлы оборудованы сантехникой Duravit, смесители Grohe.

Вам остаётся только завести мебель.

Соседи не побеспокоят вас шумом ремонта, все апартаменты представлены с отделкой!
10 минут пешком от м. Арбатская, 
В пешей доступности Школа и ДОУ 1237, 1231, Билингвальный сад, P'titCREF, супермаркет Перекресток
The Book один из самых узнаваемых архитектурных объектов в стиле модерни ..., 14 фото";Косметический
281243002;4;м. Кропоткинская ;Москва, Бутиковский переулок, 16С3;170.0/100.0/20.0;;150000000;"ID 52630 Кристина  Кристина. Сотрудничаем с коллегами. Предлагается четырехкомнатная квартира в современном клубном дом в Бутиковском переулке. Выполнена качественная отделка с применением натуральных материалов: травертина,
дерева, керамики. 
Функциональная планировка включает в себя: 
Холл-прихожая с просторной гардеробной комнатой,
гостевым с/у и постирочной, большая светлая гостиная
с выделенной столовой зоной, диванной группой,
прилегающая к столовой функциональная кухня,
оборудованная всей необходимой бытовой техникой.
К мастер-спальне прилегают собственные просторные
ванная и гардеробная комната, а также великолепный
зимний сад с панорамным остеклением.
Вторая спальня с ванной комнатой и и выделенной
гардеробной зоной. Из спальни предусмотрен выход на
большой балкон.
Третья спальня. Просторный зал, из которой также
предусмотрен выход на балкон. 
Машиноместо входит в стоимость. Оперативный выход на сделку, 41 фото";Дизайнерский
